URL,H2,Paragraph,Sentence
https://www.proec.unicamp.br/,Sobre a ProEC,0,"Em 2021, a Unicamp entrou  em terceiro lugar na lista das universidades com melhor reputação do mundo, de acordo com o ranking Times Higher Education (THE) World Reputation."
https://www.proec.unicamp.br/,Sobre a ProEC,0,"Essa conquista aumenta a responsabilidade social desta instituição pública, tanto por meio da formação de profissionais altamente qualificados quanto no desenvolvimento de projetos que promovam interação entre a academia e a sociedade."
https://www.proec.unicamp.br/,Acontece,1,"Na Unicamp, a Pró Reitoria de Extensão e Cultura tem como missão coordenar e estimular atividades e projetos de Extensão e Cultura que, por meio do diálogo e da multidisciplinaridade, tenham aplicação contínua em comunidades não somente da Região Metropolitana de Campinas (RMC), mas também de vários lugares do Brasil e de outros países."
https://www.proec.unicamp.br/,Acontece,2,"Com o cuidado de não separar ensino, pesquisa e extensão, a Unicamp constrói tradição de interação com a sociedade, por meio de acordos de cooperação com órgãos do governo e da iniciativa privada."
https://www.proec.unicamp.br/,Acontece,3,"A extensão promove uma transformação social positiva, realizada por professores, pesquisadores, alunos e colaboradores da Universidade."
https://www.proec.unicamp.br/,Acontece,4,DESTAQUE
https://www.proec.unicamp.br/,Acontece,5,Assista aos vídeos produzidos pela ProEC.
https://www.proec.unicamp.br/,Acontece,6,Fique por dentro de nossas atividades
https://www.proec.unicamp.br/,Acontece,7,NOTÍCIA
https://www.proec.unicamp.br/,Acontece,8,Publicado em 26/05/2023
https://www.proec.unicamp.br/,Acontece,9,NOTÍCIA
https://www.proec.unicamp.br/,Acontece,10,Publicado em 26/05/2023
https://www.proec.unicamp.br/,Acontece,11,NOTÍCIA
https://www.proec.unicamp.br/,Acontece,12,Publicado em 26/05/2023
https://www.proec.unicamp.br/,Acontece,13,NOTÍCIA
https://www.proec.unicamp.br/,Acontece,14,Publicado em 17/05/2023
https://www.proec.unicamp.br/,Acontece,15,#SomosPROEC
https://www.proec.unicamp.br/,Acontece,16,Conheça todos os órgãos que são parte da Pró-Reitoria de Extensão e Cultura.
https://www.proec.unicamp.br/,Acontece,17,Pró-Reitoria de Extensão e Cultura
https://www.proec.unicamp.br/,Acontece,18,Prof.
https://www.proec.unicamp.br/,Acontece,18,Dr.
https://www.proec.unicamp.br/,Acontece,18,Fernando Antônio Santos Coelho
https://www.proec.unicamp.br/,Acontece,19,"+55 (19) 3521-4741
						proec@unicamp.br"
https://www.proec.unicamp.br/,Acontece,20,"
						Rua da Reitoria, 121
						Cidade Universitária “Zeferino Vaz”
						Barão Geraldo - Unicamp
						13083-872
						Campinas – SP"
https://www.proec.unicamp.br/,Acontece,21,© Pró-Reitoria de Extensão e Cultura.
https://www.proec.unicamp.br/,Acontece,21,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
