URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp.  Elan,Rev. Elan
http://portal.proec.unicamp.br/centro-de-convencoes/,0,Pular para o conteúdo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,1,"PROEC

SOBRE A PROEC
PRÓ-REITOR DE EXTENSÃO E CULTURA
ASSESSORES
ASSISTENTES TÉCNICOS
PROJETOS ESTRATÉGICOS

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,2,PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,3,SOBRE A PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,4,PRÓ-REITOR DE EXTENSÃO E CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,5,ASSESSORES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,6,ASSISTENTES TÉCNICOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,7,PROJETOS ESTRATÉGICOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,8,"DIRETORIAS

CULTURA
EXTENSÃO

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,9,DIRETORIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,10,CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,11,EXTENSÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,12,"APOIO

ADMINISTRATIVO
COMUNICAÇÃO
MIDIALOGIA

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,13,APOIO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,14,ADMINISTRATIVO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,15,COMUNICAÇÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,16,MIDIALOGIA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,17,"CONSELHOS

CONCULT

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,18,CONSELHOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,19,CONCULT,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,20,CONTATOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,21,HOME,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,22,ESPAÇOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,23,ORIENTAÇÕES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,24,Sobre o Centro de Convenções,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,25,"O Centro de Convenções da Unicamp é um espaço para a realização de atividades acadêmicas e culturais, visando a promoção do debate e da disseminação do pensamento.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,26,"É gerido por uma equipe multiprofissional que desenvolve e coordena ações de apoio logístico, técnico, tecnológico e administrativo, assessorando e prestando consultoria aos organizadores dos eventos, sejam eles da comunidade universitária ou externos à Universidade.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,27,É um espaço criado para permitir a interlocução qualificada das atividades acadêmicas com pessoas e/ou instituições das diferentes comunidades com as quais a Unicamp se relaciona.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/centro-de-convencoes/,28,Equipe CDC,,,,,,,,,,,,,
