URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp.  Elan,Rev. Elan
http://portal.proec.unicamp.br/sobre_proec/,0,Pular para o conteúdo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,1,"PROEC

SOBRE A PROEC
PRÓ-REITOR DE EXTENSÃO E CULTURA
ASSESSORES
ASSISTENTES TÉCNICOS
PROJETOS ESTRATÉGICOS

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,2,PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,3,SOBRE A PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,4,PRÓ-REITOR DE EXTENSÃO E CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,5,ASSESSORES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,6,ASSISTENTES TÉCNICOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,7,PROJETOS ESTRATÉGICOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,8,"DIRETORIAS

CULTURA
EXTENSÃO

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,9,DIRETORIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,10,CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,11,EXTENSÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,12,"APOIO

ADMINISTRATIVO
COMUNICAÇÃO
MIDIALOGIA

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,13,APOIO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,14,ADMINISTRATIVO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,15,COMUNICAÇÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,16,MIDIALOGIA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,17,"CONSELHOS

CONCULT

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,18,CONSELHOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,19,CONCULT,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,20,CONTATOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,21, Palavras-chave populares,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,22,Categorias ,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,23,"
					Total  Resultados				",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,24,Nenhum Registro Encontrado,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,25,Ver todos os resultados,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,26,EXTENSÃO PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,27,CULTURA PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,28,BOLSAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,29,EDITAIS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,30,Sobre a ProEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,31,A extensão universitária é uma das formas mais importantes de contribuir para a sociedade e aplicar os conhecimentos adquiridos durante a graduação.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,32,"É uma oportunidade única para os estudantes saírem da teoria e colocarem em prática o que aprenderam, além de desenvolver habilidades importantes para o futuro profissional.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,33,"A extensão universitária consiste em projetos desenvolvidos por estudantes, professores e profissionais de diversas áreas, que visam solucionar problemas da sociedade.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,34,"Estes projetos podem abranger desde atividades comunitárias, como campanhas de saúde pública, até pesquisas inovadoras, como desenvolvimento de tecnologias para a preservação do meio ambiente.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,35,"Além disso, a participação em projetos de extensão também é uma excelente forma de ampliar a rede de contatos e desenvolver habilidades importantes como liderança, trabalho em equipe e resolução de problemas.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,36,"Isso pode ser fundamental para o futuro profissional dos estudantes, já que empregadores valorizam muito essas habilidades.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,37,"A extensão universitária também é uma forma de aproximar a universidade da sociedade, já que permite que os estudantes entendam melhor as necessidades da comunidade e desenvolvam soluções para melhorar a qualidade de vida das pessoas.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,38,"Em resumo, a extensão universitária é uma importante ferramenta para a formação completa dos estudantes, ajudando-os a desenvolver habilidades e aplicar os conhecimentos adquiridos na graduação, além de contribuir para a sociedade.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,39,"Por isso, é uma oportunidade única e que deve ser aproveitada ao máximo por todos os estudantes.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,40,"Rua da Reitoria, 121Cidade Universitária Zeferino VazBarão Geraldo – Campinas (SP)CEP 13083-872Telefone (19) 3521.4741proec@unicamp.br",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,41,ACESSO RÁPIDO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,42,MEMORIAL COVID-19,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,43,EXTECAMP,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,44,MALUNGA - CURSINHO POPULAR,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,45,EFEMÉRIDES 2022,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,46,FÓRUNS PERMANENTES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,47,MUSEU EXPLORATÓRIO DE CIÊNCIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,48,Assinne nossa  Newsletter,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,49,© All rights reserved,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,50,"
Twitter

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,51,"
Facebook

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,52,"
Dribbble

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,53,"
Youtube

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,54,"
Pinterest

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,55,"
Medium

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,56,Acessibilidade,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,57,Modos de acessibilidade,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,58,Experiência legível,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,59,Experiência visualmente agradável,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,60,Orientação Fácil,,,,,,,,,,,,,
http://portal.proec.unicamp.br/sobre_proec/,61,X,,,,,,,,,,,,,
