URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp.  Elan,Rev. Elan
http://portal.proec.unicamp.br/casa-do-lago/,0,Pular para o conteúdo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,1,HOME,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,2,ESPAÇO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,3,AGENDAMENTO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,4,"
Facebook
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,5,"
Instagram
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,6,Sobre a Casa do Lago,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,7,"O Espaço Cultural Casa do Lago é um órgão da Diretoria de Cultura, da Pró-reitoria de Extensão e Cultura, da Universidade Estadual de Campinas, cuja missão é estimular as produções artísticas e culturais e os projetos de extensão da comunidade universitária – formada por docentes, discentes, técnico-administrativos e pesquisadores – nas mais diversas vertentes da cultura, aqui entendida em sua forma mais abrangente.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,8,"Com isso, proporcionar à comunidade eventos relevantes e de qualidade, democratizando e ampliando cada vez mais o acesso à cultura, incentivando e difundindo as diversas linguagens e tendências artísticas",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,9,"Seguindo esta orientação, a Casa do Lago acolhe espetáculos gratuitos de teatro, dança e música, mostras de cinema, exposições de artes visuais, oficinas culturais, lançamentos de livros, rodas de conversa, seminários, debates e eventos diversos.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,10,"Com desenho arquitetônico diferenciado, de autoria do catalão Joan Villà, a Casa do Lago é formada por três grandes abóbadas, construídas inteiramente com painéis de tijolo cerâmico.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,11,"Possui mais de 900 metros quadrados de construção, distribuídos em 03 espaços principais: Sala Multiuso, Sala de Cinema e Galeria de Exposições.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,12,"Ainda, em seu entorno, possui uma área de convívio e apresentações artísticas, margeada pelo bosque do parque ecológico, e um amplo estacionamento arborizado.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,13,Equipe CDC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,14,Silvana Di Blásio,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,15,Pedro José Calille,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,16,Flávia de Moraes,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,17,Rosangela Maria Galante Martinhago,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,18,Benedito Ferreira,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,19,Geraldo José Camargo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,20,Luiz Claudio Ribeiro,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,21,Altamiro José da Silva,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,22,Hélio Costa Júnior (Repórter SEC),,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,23,Clebiton de Souza Ferreira,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,24,John A.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,25,D.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,26,Restrepo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,27,Luzneri Aguiar Azevedo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,28,Ricardo Vieira de Brito,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,29,"

 
					baixar catálogo DCult				

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,30,"

 
					baixar identidade visual				

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,31,Espaço Casa do Lago,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,32,"Rua da Reitoria, 121Cidade Universitária Zeferino VazBarão Geraldo – Campinas (SP)CEP 13083-872Telefone (19) 3521.4741proec@unicamp.br",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,33,ACESSO RÁPIDO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,34,MEMORIAL COVID-19,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,35,EXTECAMP,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,36,MALUNGA - CURSINHO POPULAR,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,37,EFEMÉRIDES 2022,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,38,FÓRUNS PERMANENTES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,39,MUSEU EXPLORATÓRIO DE CIÊNCIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,40,Assinne nossa  Newsletter,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,41,© All rights reserved,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,42,"
Twitter

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,43,"
Facebook

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,44,"
Dribbble

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,45,"
Youtube

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,46,"
Pinterest

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,47,"
Medium

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,48,Acessibilidade,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,49,Modos de acessibilidade,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,50,Experiência legível,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,51,Experiência visualmente agradável,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,52,Orientação Fácil,,,,,,,,,,,,,
http://portal.proec.unicamp.br/casa-do-lago/,53,X,,,,,,,,,,,,,
