URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp.  Elan,Rev. Elan
http://portal.proec.unicamp.br/museu-de-artes-visuais/,0,Pular para o conteúdo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,1,"PROEC

SOBRE A PROEC
PRÓ-REITOR DE EXTENSÃO E CULTURA
ASSESSORES
ASSISTENTES TÉCNICOS
PROJETOS ESTRATÉGICOS

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,2,PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,3,SOBRE A PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,4,PRÓ-REITOR DE EXTENSÃO E CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,5,ASSESSORES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,6,ASSISTENTES TÉCNICOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,7,PROJETOS ESTRATÉGICOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,8,"DIRETORIAS

CULTURA
EXTENSÃO

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,9,DIRETORIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,10,CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,11,EXTENSÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,12,"APOIO

ADMINISTRATIVO
COMUNICAÇÃO
MIDIALOGIA

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,13,APOIO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,14,ADMINISTRATIVO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,15,COMUNICAÇÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,16,MIDIALOGIA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,17,"CONSELHOS

CONCULT

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,18,CONSELHOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,19,CONCULT,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,20,CONTATOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,21,HOME,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,22,EQUIPE,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,23,HISTÓRICO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,24,ACERVO ON-LINE,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,25,PUBLICAÇÕES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,26,No posts found!,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,27,Sobre o MAV,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,28,"MissãoO Museu de Artes Visuais da Unicamp é uma instituição pública, de caráter permanente, que tem como missão a exposição, conservação, proteção, valorização e ampliação de seu acervo museológico, arquivístico e bibliográfico, de forma a possibilitar a promoção e difusão da educação, pesquisa e do conhecimento em artes visuais.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,29,ObjetivosSeus objetivos institucionais são: – Constituir acervo tanto artístico quanto documental;,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,30,"Promover o intercâmbio artístico, intelectual e científico com instituições afins do Brasil e do exterior;",,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,31,"Propiciar condições para o desenvolvimento de atividades diversas de criação, ensino, pesquisa e extensão, incentivando em especial projetos de caráter contemporâneo;",,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,32,"Divulgar e promover a arte e, em particular, as artes visuais;",,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,33,Ser um espaço de reflexão sobre a arte na contemporaneidade;,,,,,,,,,,,,,
http://portal.proec.unicamp.br/museu-de-artes-visuais/,34,Assegurar o convívio inclusivo em suas dependências e garantir condições de acessibilidade às suas atividades;,,,,,,,,,,,,,
