URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp.  Elan,Rev. Elan
http://portal.proec.unicamp.br/extensao-e-cultura/,0,Pular para o conteúdo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,1,"PROEC

SOBRE A PROEC
PRÓ-REITOR DE EXTENSÃO E CULTURA
ASSESSORES
ASSISTENTES TÉCNICOS
PROJETOS ESTRATÉGICOS

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,2,PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,3,SOBRE A PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,4,PRÓ-REITOR DE EXTENSÃO E CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,5,ASSESSORES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,6,ASSISTENTES TÉCNICOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,7,PROJETOS ESTRATÉGICOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,8,"DIRETORIAS

CULTURA
EXTENSÃO

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,9,DIRETORIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,10,CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,11,EXTENSÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,12,"APOIO

ADMINISTRATIVO
COMUNICAÇÃO
MIDIALOGIA

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,13,APOIO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,14,ADMINISTRATIVO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,15,COMUNICAÇÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,16,MIDIALOGIA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,17,"CONSELHOS

CONCULT

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,18,CONSELHOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,19,CONCULT,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,20,CONTATOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,21, Palavras-chave populares,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,22,Categorias ,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,23,"
					Total  Resultados				",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,24,Nenhum Registro Encontrado,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,25,Ver todos os resultados,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,26,EXTENSÃO E CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,27,BOLSAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,28,EDITAIS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,29,EVENTOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,30,Importância da Extensão e Cultura na Unicamp,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,31,"A Universidade Estadual de Campinas (Unicamp) é reconhecida não apenas pela excelência acadêmica, mas também pelo compromisso com a sociedade.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,32,"Um dos pilares fundamentais que impulsiona essa conexão é a Pró-Reitoria de Extensão e Cultura, que desempenha um papel vital no engajamento da universidade com a comunidade e na promoção da cultura em todas as suas formas.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,33,Mas por que a extensão e a cultura são tão importantes na Unicamp?,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,34,Vamos explorar juntos.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,35,"Extensão Universitária: Conectando Saberes – A extensão universitária é uma prática que vai além das salas de aula e laboratórios, levando o conhecimento acadêmico para a sociedade.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,36,"É uma maneira de conectar os saberes produzidos na universidade com as demandas e necessidades da comunidade, promovendo um diálogo constante entre teoria e prática.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,37,Imagine um projeto de extensão em que estudantes de Arquitetura e Urbanismo trabalham em parceria com moradores de uma comunidade local para revitalizar espaços públicos.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,38,"Essa experiência vai além das teorias e conceitos aprendidos em sala de aula, permitindo que os alunos apliquem seus conhecimentos na prática, enquanto contribuem para a melhoria do ambiente urbano e a qualidade de vida da comunidade.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,39,Impacto na Sociedade – A extensão universitária tem um impacto significativo na sociedade.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,40,"Por meio dela, a Unicamp desempenha um papel ativo na solução de problemas sociais, no desenvolvimento regional e na promoção da cidadania.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,41,"Projetos de extensão que abordam questões como saúde, educação, meio ambiente, inclusão social e tecnologia têm a capacidade de transformar realidades e melhorar a qualidade de vida das pessoas.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,42,Um exemplo prático é o projeto que oferece cursos de informática básica para idosos em parceria com uma instituição de assistência social.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,43,"Ao capacitar essas pessoas na era digital, elas se tornam mais independentes, aumentando suas chances de inclusão social e participação ativa na sociedade atual.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,44,Cultura como Transformação – A cultura desempenha um papel essencial na formação integral dos indivíduos.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,45,"Na Unicamp, a cultura é entendida em seu sentido amplo, englobando não apenas as artes, mas também as manifestações culturais presentes no cotidiano.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,46,"A cultura é uma ferramenta de expressão, reflexão, identidade e transformação.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,47,"Através de programas e projetos culturais, a Unicamp busca promover a diversidade cultural, incentivar o diálogo intercultural e valorizar a criatividade.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,48,"Essas iniciativas oferecem uma gama de oportunidades para os estudantes, professores e o público em geral explorarem diferentes formas de expressão artística, participarem de eventos culturais e se envolverem em atividades enriquecedoras.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,49,"Um exemplo é o festival cultural realizado anualmente na universidade, onde são apresentados espetáculos de dança, teatro, música, exposições de arte e oficinas.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,50,"Esse festival não apenas enriquece a vida acadêmica, mas também aproxima a comunidade e desperta o interesse pela cultura em indivíduos que podem não ter tido acesso a essas experiências anteriormente.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,51,Formação Cidadã e Aprendizado Significativo – A extensão e a cultura na Unicamp proporcionam aos alunos de graduação uma formação cidadã e um aprendizado significativo.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,52,"Ao participar de projetos de extensão, os estudantes têm a oportunidade de colocar em prática os conhecimentos adquiridos em sala de aula, desenvolver habilidades sociais e de liderança, além de vivenciar diferentes realidades e contextos.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,53,Os professores também se beneficiam ao envolver-se em projetos de extensão e cultura.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,54,"Eles têm a oportunidade de ampliar sua atuação, compartilhar seu conhecimento especializado com a comunidade e contribuir para a formação de profissionais mais conscientes e comprometidos.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,55,"Além disso, a participação em atividades culturais na universidade proporciona uma experiência enriquecedora para todos os envolvidos, estimulando a criatividade, a sensibilidade estética e o desenvolvimento pessoal.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,56,"Em resumo, a extensão e a cultura desempenham um papel crucial na Unicamp, conectando a universidade com a sociedade e promovendo uma formação integral dos alunos.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,57,"Por meio de projetos de extensão, a universidade contribui para a solução de problemas sociais, enquanto os programas culturais enriquecem a vida acadêmica e social.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,58,"Nos próximos capítulos, exploraremos em detalhes as áreas de atuação da Pró-Reitoria de Extensão e Cultura da Unicamp, os programas e projetos oferecidos, e como você pode se envolver nesse movimento de transformação.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,59,"Prepare-se para descobrir histórias inspiradoras, exemplos reais de impacto e oportunidades emocionantes de engajamento.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,60,"Juntos, vamos construir pontes entre a universidade e a sociedade, promovendo uma cultura de participação, conhecimento e transformação.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,61,Vamos mergulhar nessa jornada empolgante pela extensão e cultura na Unicamp!,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,62,"Rua da Reitoria, 121Cidade Universitária Zeferino VazBarão Geraldo – Campinas (SP)CEP 13083-872Telefone (19) 3521.4741proec@unicamp.br",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,63,ACESSO RÁPIDO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,64,MEMORIAL COVID-19,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,65,EXTECAMP,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,66,MALUNGA - CURSINHO POPULAR,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,67,EFEMÉRIDES 2022,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,68,FÓRUNS PERMANENTES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,69,MUSEU EXPLORATÓRIO DE CIÊNCIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,70,Assinne nossa  Newsletter,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,71,© All rights reserved.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,72,ProEC Unicamp – design by Claudio Moreira – Midialogia/ProEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,73,Claudio Moreira,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,74,"
Facebook-f
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,75,"
Instagram
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,76,"
Twitter
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,77,"
Youtube
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,78,Acessibilidade,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,79,Modos de acessibilidade,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,80,Experiência legível,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,81,Experiência visualmente agradável,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,82,Orientação Fácil,,,,,,,,,,,,,
http://portal.proec.unicamp.br/extensao-e-cultura/,83,X,,,,,,,,,,,,,
