URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp.  Elan,Rev. Elan
http://portal.proec.unicamp.br/dproj/,0,Pular para o conteúdo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,1,HOME,,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,2,MALUNGA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,3,PROJETO RONDON,,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,4,"
Facebook
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,5,"
Instagram
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,6,"
Youtube
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,7,Sobre a DProj,,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,8,"A Diretoria de Projetos de Extensão (DProj) tem como missão “ser interface entre a comunidade universitária e a sociedade pela interação dialógica, apoiando, produzindo, coordenando e fomentando ações de extensão”.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,9,"Desde a sua criação em 2005, a DProj vivenciou vários desafios, conquistas e testemunhos do desenvolvimento dos projetos e programas de extensão universitária.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,10,"Em continuidade às ações até então desenvolvidas, a partir de 2013 a DProj ampliou as atividades de extensão, por meio de articulação com escolas públicas, comunidades, organizações governamentais e não governamentais (ONGs), assentamentos rurais.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,11,"As atividades são desenvolvidas por professores, funcionários, voluntários e estudantes, em especial os bolsistas de auxilio social do Serviço de Apoio ao Estudante (SAE) da Unicamp.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,12,O crescimento do número de estudantes atendidos nos cursos comunitários extensionistas e o significativo aumento do público participantes das ações de extensão comunitária mostram a consolidação dos projetos e programas desenvolvidos pela DProj.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,13,"Diálogo social e espaços institucionaisA DProj vem fortalecendo sua participação em espaços institucionais através de representação em conselhos da sociedade civil e fóruns de dialogo com a sociedade organizada, como: Comitê Técnico Estadual de Saúde da População Negra – Campinas – SP; Conselho de Desenvolvimento e Participação da Comunidade Negra de Campinas – SP; Conselho Gestor Universidade Sustentável – Unicamp; – Instituto de Saúde, Secretaria de Estado da Saúde de São Paulo – GT do Plano de Salvaguarda do Jongo – Casa de Cultura Fazenda Roseira.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,14,Seminário internacional “Crise financeira mundial e saúde: os desafios dos sistemas públicos de saúde no mundo”O objetivo do seminário foi discutir com a comunidade os desafios dos sistemas públicos de saúde em uma perspectiva global e comparativa.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,15,"Outros pontos destacados foram o estímulo de pesquisas multicêntricas e transacionais entre os países, a qualificação e preparação de trabalhadores e gestores de saúde para o trabalho no Sistema Único de Saúde (SUS), num cenário politíco econômico neoliberal.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,16,"Esse evento, que faz parte do Fórum Permanente de Esportes e Saúde da Coordenadoria Geral da Universidade (CGU), foi transmitido ao vivo pela RTV-Unicamp e foi direcionado aos professores, alunos, pesquisadores de saúde.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,17,"Contou com o apoio da Pró-Reitoria de Extensão e Cultura (ProEC), da Fundação de Amparo à Pesquisa de Mato Grosso (Fapemat), da Organização Pan-Americana da Saúde (Opas), em parceria com a Escola de Saúde Pública do Estado de Mato Grosso (ESPMT).",,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,18,I Encontro Latino-Americano de Educadoras e Educadores Sociais na UnicampO evento reuniu educadores sociais do Brasil e da América Latina para debater temas voltados à atuação na educação social em 2015.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,19,"Em 2017 a DProj foi uma das organizações do XIX Congresso Mundial de Educadoras e Educadores Sociais, juntamente com a Associação dos Educadores e Educadoras Sociais do Estado de São Paulo (AEESSP) e a Faculdade de Educação (FE), realizado no campus Unicamp (Centro de Convenções, Ciclo Básico e Casa do Lago), entre os dias 10 a 12 de abril, e contou com a participação de 25 países.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,20,"Seminários Internacionais “Paulo Freire”A DProj, através da parceria com o movimento Bibliotecas e com as Bibliotecas Populares “Paulo Freire”, foi co-organizadora dos Seminários Internacionais “Paulo Freire” na Unicamp.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/dproj/,21,Transnational Brazilian ProjectA DProj operacionalizou o convênio entre Unicamp e a Universidade de Massachusetts (Estados Unidos).,,,,,,,,,,,,,
