URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp.  Elan,Rev. Elan
http://portal.proec.unicamp.br/diretoria-administrativa/,0,Pular para o conteúdo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,1,"PROEC

SOBRE A PROEC
PRÓ-REITOR DE EXTENSÃO E CULTURA
ASSESSORES
ASSISTENTES TÉCNICOS
PROJETOS ESTRATÉGICOS

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,2,PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,3,SOBRE A PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,4,PRÓ-REITOR DE EXTENSÃO E CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,5,ASSESSORES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,6,ASSISTENTES TÉCNICOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,7,PROJETOS ESTRATÉGICOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,8,"DIRETORIAS

CULTURA
EXTENSÃO

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,9,DIRETORIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,10,CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,11,EXTENSÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,12,"APOIO

ADMINISTRATIVO
COMUNICAÇÃO
MIDIALOGIA

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,13,APOIO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,14,ADMINISTRATIVO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,15,COMUNICAÇÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,16,MIDIALOGIA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,17,"CONSELHOS

CONCULT

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,18,CONSELHOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,19,CONCULT,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,20,CONTATOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,21,HOME,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,22,PROCEDIMENTOS E DÚVIDAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,23,Missão,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,24,"Dar suporte administrativo ao Pró Reitor, seus assessores, diretores e demais servidores, organizando as informações pertinentes necessárias para o bom andamento dos serviços.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,25,Visão,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,26,"Ser a principal referência para a PROEC e demais Órgãos, no atendimento às demandas administrativas dos seus usuários.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,27,Valores,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,28,Cumprir a missão da área com:,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,29,Ética;,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,30,Pontualidade;,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,31,Respeito;,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,32,Humanidade;,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,33,Equidade;,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,34,Atender as legislações pertinentes aos trabalhos administrativas.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,35,Equipe Diretoria Admistrativa,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,36,Henrique Piva Varanelli,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,37,Camila Monte Afonso,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,38,Gabriel Palma Teixeira,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,39,Isabela Leonardo dos Santos,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,40,Paulo Ricardo da Silva Moura,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,41,"Rua da Reitoria, 121Cidade Universitária Zeferino VazBarão Geraldo – Campinas (SP)CEP 13083-872Telefone (19) 3521.4741proec@unicamp.br",,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,42,ACESSO RÁPIDO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,43,MEMORIAL COVID-19,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,44,EXTECAMP,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,45,MALUNGA - CURSINHO POPULAR,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,46,EFEMÉRIDES 2022,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,47,FÓRUNS PERMANENTES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,48,MUSEU EXPLORATÓRIO DE CIÊNCIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,49,Assinne nossa  Newsletter,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,50,© All rights reserved.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,51,ProEC Unicamp – design by Claudio Moreira – Midialogia/ProEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,52,Claudio Moreira,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,53,"
Facebook-f
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,54,"
Instagram
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,55,"
Twitter
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,56,"
Youtube
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,57,Acessibilidade,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,58,Modos de acessibilidade,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,59,Experiência legível,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,60,Experiência visualmente agradável,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,61,Orientação Fácil,,,,,,,,,,,,,
http://portal.proec.unicamp.br/diretoria-administrativa/,62,X,,,,,,,,,,,,,
