URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp.  Elan,Rev. Elan
http://portal.proec.unicamp.br/programa-universidade/,0,Pular para o conteúdo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,1,HOME,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,2,PESQUISA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,3,"CADASTRO

ALUNOS
INSTRUTORES
PARTICIPAÇÃO EM EVENTOS

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,4,CADASTRO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,5,ALUNOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,6,INSTRUTORES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,7,PARTICIPAÇÃO EM EVENTOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,8,"SEGURO

CONDIÇÕES GERAIS – METLIFE
LISTA DE DOCUMENTOS BÁSICOS DE SINISTRO
ATUALIZAÇÃO CADASTRAL

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,9,SEGURO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,10,CONDIÇÕES GERAIS – METLIFE,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,11,LISTA DE DOCUMENTOS BÁSICOS DE SINISTRO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,12,ATUALIZAÇÃO CADASTRAL,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,13,"PROJETOS

PARCERIAS
POLÍTICA DE PARCERIAS
PROJETOS DE EDUCAÇÃO CONTINUADA
PROJETO DE PESQUISA
PROJETO JORNALISMO

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,14,PROJETOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,15,PARCERIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,16,POLÍTICA DE PARCERIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,17,PROJETOS DE EDUCAÇÃO CONTINUADA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,18,PROJETO DE PESQUISA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,19,PROJETO JORNALISMO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,20,CURSOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,21,LOGIN,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,22,"
Facebook
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,23,"
Instagram
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,24,"
Youtube
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,25,Histórico,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,26,"O programa UniversIDADE surgiu a partir da proposta de gestão do Reitor da UNICAMP, Prof.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,27,Dr.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,28,José Tadeu Jorge (Gestão de 2013 -2017).,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,29,Proposta criada pela servidora Alice Helena De Danielle.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,30,Resolução GR 38/2014,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,31,"O programa UniversIDADE, foi lançado no 1º Seminário sobre Longevidade de Vida, no dia 01/10/2014, teve início suas atividades em 09/03/2015, com 59 atividades e 259 alunos.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,32,Coordenação:,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,33,Alice Helena de Danielle – Coordenadora Executiva de (2013 a 2017),,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,34,Isabel Cristina Araújo Floriano – Coordenadora Adjunta (2014 a 2017),,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,35,Resolução GR 48/2017,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,36,Profa.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,37,Dra.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,38,Kátia Stancato – Coordenadora Executiva 2017 a 2021,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,39,Isabel Cristina Araújo Floriano – Coordenadora adjunta 2017 a 2021,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,40,Alteração conforme processo de certificação:,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,41,Isabel Cristina Araújo Floriano – Coordenadora do Programa UniversIDADE – 2020,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,42,Simone Cristina Ferreira – Assistente Técnica – 2020,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,43,"O UniversIDADE foi criado para proporcionar às pessoas da Comunidade da Unicamp, Campinas e Região, condições para a preparação do indivíduo em estágio pré-aposentadoria, aposentadoria e pós-aposentadoria.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,44,"Inclui diversas opções de atividades gratuitas, que vincula a educação acadêmica à educação popular, voltado para pessoas da meia idade e da terceira idade, definida como idade mínima 50 anos.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,45,"Sua organização é integrativa, interdisciplinar e semestral, com quatro grandes áreas temáticas, os Pilares (Eixos) do programa, nos quais serão oferecidas diversas atividades, com a participação voluntária de docentes, funcionários, alunos da graduação, pós-graduação da UNICAMP e de outros profissionais externos nas áreas: educação, biológica, social, cultural, psicológica, filosófica, enfermagem, médica, fisioterapia, economia, esportiva e outras áreas correlatas.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,46,Resoluções,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,47,"Resolução GR 048/17 de 16/08/2017, altera a Resolução GR-038/14.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,48,Resolução GR 048/17,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,49,Resolução GR-038/14,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,50,Regimento do programa UniversIDADE 2020,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,51,Leis e Estatutos,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,52,Estatuto do Idoso,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,53,"Lei nº 10.741, de 01/10/2003 – Dispõe sobre o Estatuto do Idoso e dá outras providências.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,54,Cartilha de Benefício do Idoso,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,55,Centro de Referência Especializado de Assistência Social – CREAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,56,Centro de Referência da Assistência Social – CRAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,57,Lei Orgânica da Assistência Social – LOAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,58,Equipe MEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,59,Alice Helena de Danielli,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,60,Georgia Carolina Carvalho Martins,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,61,Evandro Sandrin,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,62,Rosana Aranha Dutra Rosa,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,63,Vania Raquel Monteiro,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,64,Marluci Reis,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,65,Rafael Francisco do Prado,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,66,Rinaldo Aparecido Norato,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,67,Gustavo Henrique dos Santos,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,68,Maelson Cardoso Lacerda,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,69,Vinicius de Morais Almeida,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,70,"Rua da Reitoria, 121Cidade Universitária Zeferino VazBarão Geraldo – Campinas (SP)CEP 13083-872Telefone (19) 3521.4741proec@unicamp.br",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,71,ACESSO RÁPIDO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,72,MEMORIAL COVID-19,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,73,EXTECAMP,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,74,MALUNGA - CURSINHO POPULAR,,,,,,,,,,,,,
