URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp.  Elan,Rev. Elan
http://portal.proec.unicamp.br/pro-reitores/,0,Pular para o conteúdo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,1,"PROEC

SOBRE A PROEC
PRÓ-REITOR DE EXTENSÃO E CULTURA
ASSESSORES
ASSISTENTES TÉCNICOS
PROJETOS ESTRATÉGICOS

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,2,PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,3,SOBRE A PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,4,PRÓ-REITOR DE EXTENSÃO E CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,5,ASSESSORES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,6,ASSISTENTES TÉCNICOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,7,PROJETOS ESTRATÉGICOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,8,"DIRETORIAS

CULTURA
EXTENSÃO

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,9,DIRETORIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,10,CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,11,EXTENSÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,12,"APOIO

ADMINISTRATIVO
COMUNICAÇÃO
MIDIALOGIA

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,13,APOIO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,14,ADMINISTRATIVO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,15,COMUNICAÇÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,16,MIDIALOGIA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,17,"CONSELHOS

CONCULT

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,18,CONSELHOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,19,CONCULT,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,20,CONTATOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,21, Palavras-chave populares,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,22,Categorias ,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,23,"
					Total  Resultados				",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,24,Nenhum Registro Encontrado,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,25,Ver todos os resultados,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,26,EXTENSÃO E CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,27,BOLSAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,28,EDITAIS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,29,EVENTOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,30,Pró-Reitor de Extensão e Cultura,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,31,Fernando Antonio Santos Coelho,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,32,2021 - 2024,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,33,Histórico de Pró-Reitores,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,34,"Fernando Hashimoto é Professor Livre Docente de Percussão e Rítmica da Universidade Estadual de Campinas/UNICAMP, onde tem desenvolvido pesquisa sobre o repertório brasileiro para percussão.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,35,"É fundador e diretor do GRUPU – Grupo de Percussão da UNICAMP, e atuou como timpanista solista da Orquestra Sinfônica Municipal de Campinas por 14 anos.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,36,"Atuou como Coordenador Geral dos Cursos de Graduação do Instituto de Artes/UNICAMP, bem como a Chefia de Departamento de Música/UNICAMP e foi Diretor do Instituto de Artes da Unicamp.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,37,Atualmente é Pró-Reitor de Extensão e Cultura da Unicamp.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,38,"Como solista e recitalista, Fernando tem sido convidado para ministrar clínicas e recitais em diversas universidades e importantes festivais sediados no Brasil, Argentina, Croácia, Suécia, Puerto Rico, Inglaterra, Alemanha, Espanha, Chile, República Tcheca, França, Irlanda, Peru, Suíça, Holanda, Eslovênia, Uruguai, Noruega, Colômbia, Finlândia, Portugal, Dinamarca, Japão e EUA onde se apresentou em 28 estados da confederação.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,39,"Fernando possui livre-docência pela UNICAMP, doutorado em percussão pela City University of New York como bolsista da CAPES/Fulbright, e cursou bacharelado e mestrado em música na UNICAMP.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,40,"Em 1998, com fomento da FAPESP, realizou extensa pesquisa sobre o repertório brasileiro para percussão.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,41,"Em 2009, abriu o primeiro programa de pós gradução de performance em percussão na América do Sul, e é líder do grupo de pesquisa/CNPQ: Percussão Brasileira: histórico, estudo interpretativo e seu repertório.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,42,"Eclético, transita tanto na música popular como na erudita, e possui em seu currículo desde inúmeros fonogramas como artista da Polygram, bem como gravações de trilhas de teatro, cinema, jingles de rádio e TV, como os comerciais de final de ano da Rede Globo.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,43,"Como camerista tem atuado ao lado da soprano americana Monica Harte, bem como no duo Nuance, e com os grupos de música contemporânea CONtempo e gccontemporaryensemble baseados em New York, e Valerius Ensemble em Amsterdam.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,44,"Fernando foi presidente da Percussive Arts Society Brazil Chapter de 2000 a 2005, e recebeu o prêmio 2002 PAS Outstanding Chapter President Award, e 2007 PAS Outstanding Service Award, em reconhecimento ao seu serviço e dedicação a comunidade musical.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,45,"Fernando ocupou o cargo de Chair of the PAS International Committee de 2008 a 2012, e foi membro eleito do PAS Board of Directors de 2009 a 2013.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,46,"Reconhecido internacionalmente como um especialista do repertório brasileiro para percussão, Fernando estreou mais de 50 obras de compositores brasileiros.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,47,"Fernando é artista patrocinado pela Zildjian cymbals (USA), Schagerl Drums (Austria) e ADAMS (Holanda) commodi numquam, error, est.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,48,"Ea, consequatur.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,49,Professor Associado no Departamento de Matemática Aplicada do IMECC da Universidade Estadual de Campinas (UNICAMP).,,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,50,"Graduação em Bacharelado em Matemática pela Universidade Estadual de Campinas (1970), mestrado em Matemática pela UNICAMP (1974), doutorado em Matemática pela UNICAMP (1988) e LIvre-docente em Biomatemática, também pela UNICAMP (2001).",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,51,"Atualmente é associado da Sociedade Brasileira de Matemática Aplicada e Computacional (de que é membro do Conselho Científico), da Sociedade Brasileira de Educação Matemática, da Sociedade Lationoamericana de Biomatemática e professor associado da Universidade Estadual de Campinas onde é docente desde 1971.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/pro-reitores/,52,"Tem experiência na área de Matemática, com ênfase em Biomatemática e Análise Numérica, atuando principalmente nos seguintes temas: modelagem matemática, ecologia matemática, impacto ambiental e educação matemática.",,,,,,,,,,,,,
