URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp.  Elan,Rev. Elan
http://portal.proec.unicamp.br/cis-guanabara/,0,Pular para o conteúdo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,1,HOME,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,2,HISTÓRICO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,3,ESPAÇOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,4,AGENDAMENTOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,5,CONTATO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,6,"
Facebook
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,7,No posts found!,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,8,Sobre o CIS-GUANABARA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,9,"O Centro Cultural Unicamp, CIS-GUANABARA como é conhecido, é um órgão vinculado à Pró-Reitoria de Extensão e Cultura e está sediado no complexo da antiga Estação Guanabara, pertencente a extinta Companhia Mogiana de Estradas de Ferro.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,10,"Localizado na região central, está instalado em dois imóveis construídos no final do séc.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,11,"XIX, considerados ícones do patrimônio histórico, arquitetônico e cultural de Campinas em 2004, e recuperados por meio de parceria público-privado em 2007.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,12,"Atendendo aproximadamente 35 mil pessoas/ano, realiza importante papel na formação dos seus cidadãos proporcionando o desenvolvimento de projetos e ações nas mais variadas vertentes da arte, cultura e cidadania, reafirmando seu compromisso sociocultural na direção de criar, promover e consolidar-se como um espaço de ofertas públicas de bens e serviços culturais vinculados à promoção da causa da emancipação humana, preceito fundamental da sua criação.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,13,"

 
					baixar catálogo DCult				

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,14,Equipe CDC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,15,Marcelo F.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,16,Rocco,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,17,Flávio Henrique de Almeida Prado,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,18,Irani Ribeiro,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,19,Ricardo Godoi,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,20,Cláudio Corsini,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,21,Silvia Cristina Cunha Moura,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,22,Jhenifer Rosa Alves dos Santos,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,23,Neide Martins de Camargo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,24,Léia Caroline dos Santos,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,25,"Rua da Reitoria, 121Cidade Universitária Zeferino VazBarão Geraldo – Campinas (SP)CEP 13083-872Telefone (19) 3521.4741proec@unicamp.br",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,26,ACESSO RÁPIDO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,27,MEMORIAL COVID-19,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,28,EXTECAMP,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,29,MALUNGA - CURSINHO POPULAR,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,30,EFEMÉRIDES 2022,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,31,FÓRUNS PERMANENTES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,32,MUSEU EXPLORATÓRIO DE CIÊNCIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,33,Assinne nossa  Newsletter,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,34,© All rights reserved.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,35,ProEC Unicamp – design by Claudio Moreira – Midialogia/ProEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,36,Claudio Moreira,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,37,"
Facebook-f
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,38,"
Instagram
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,39,"
Twitter
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,40,"
Youtube
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cis-guanabara/,41,Acessibilidade,,,,,,,,,,,,,
