URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp.  Elan,Rev. Elan
http://portal.proec.unicamp.br/cultura/,0,Pular para o conteúdo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,1,"PROEC

SOBRE A PROEC
PRÓ-REITOR DE EXTENSÃO E CULTURA
ASSESSORES
ASSISTENTES TÉCNICOS
PROJETOS ESTRATÉGICOS

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,2,PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,3,SOBRE A PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,4,PRÓ-REITOR DE EXTENSÃO E CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,5,ASSESSORES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,6,ASSISTENTES TÉCNICOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,7,PROJETOS ESTRATÉGICOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,8,"DIRETORIAS

CULTURA
EXTENSÃO

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,9,DIRETORIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,10,CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,11,EXTENSÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,12,"APOIO

ADMINISTRATIVO
COMUNICAÇÃO
MIDIALOGIA

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,13,APOIO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,14,ADMINISTRATIVO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,15,COMUNICAÇÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,16,MIDIALOGIA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,17,"CONSELHOS

CONCULT

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,18,CONSELHOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,19,CONCULT,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,20,CONTATOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,21,HOME,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,22,"ÁREAS DCULT

CENTRO DE CONVENÇÕES
CASA DO LAGO
CIS-GUANABARA
GINÁSIO MULTIDISCIPLINAR
MUSEU DE ARTES VISUAIS
MUSEU EXPLORATÓRIO DE CIÊNCIAS

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,23,ÁREAS DCULT,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,24,CENTRO DE CONVENÇÕES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,25,CASA DO LAGO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,26,CIS-GUANABARA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,27,GINÁSIO MULTIDISCIPLINAR,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,28,MUSEU DE ARTES VISUAIS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,29,MUSEU EXPLORATÓRIO DE CIÊNCIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,30,Sobre a Diretoria de Cultura,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,31,"A diversidade dos processos de criação, produção, intercâmbio, difusão e valorização do conhecimento e das culturas definem, essencialmente, a razão de ser da universidade.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,32,"Nesse sentido, a universidade pública deve atuar no planejamento e na gestão de políticas sob a lógica da diversidade cultural, considerando suas dimensões simbólica, cidadã e econômica no âmbito da educação superior pública no Brasil.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,33,"A Diretoria de Cultura da Pró-Reitoria de Extensão e Cultura da Unicamp compreende a cultura como parte estruturante da sociedade e, por essa razão, o ambiente acadêmico deve garantir os direitos culturais constitucionais, associados aos demais direitos cidadãos, propiciando a presença de todas as formas de manifestação; a participação ampla de todos os segmentos, independentemente de gênero, raça, etnia, orientação sexual, condição socioeconômica, formação; a participação irrestrita de todas as áreas de conhecimento e a garantia de condições de adaptação e de acessibilidade universal.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,34,"Na prática, isto significa afinar as nossas sensibilidades a partir das trocas e potencializar, do ponto de vista institucional, as possibilidades de criação de fluxos e ações comuns com tudo aquilo que nos rodeia, nos penetra e nos transforma, aprofundando, assim, nossa permeabilidade sobre nós mesmos e sobre o que entendemos como o outro.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,35,"

 
					baixar catálogo DCult				

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,36,Equipe DCult,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,37,Prof.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,38,Dr.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,39,Carlos Gonçalves Machado Neto,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,40,Profa.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,41,Dra.,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,42,Carolina Cantarino Rodrigues,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,43,Carmen Lucia Rodrigues Arruda,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,44,Ivie Nunes de Santana,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,45,Alexandre Fagiani de Oliveira,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,46,Fábio Augusto Cerqueira,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,47,Luiz Fernando Vasconcellos,,,,,,,,,,,,,
http://portal.proec.unicamp.br/cultura/,48,Ronaldo Sepúlveda de Almeida,,,,,,,,,,,,,
