URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp.  Elan,Rev. Elan
http://portal.proec.unicamp.br/projeto-rondon/,0,Pular para o conteúdo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,1,"HOME

ATIVIDADES DESENVOLVIDAS
APOIO PROEC

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,2,HOME,,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,3,ATIVIDADES DESENVOLVIDAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,4,APOIO PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,5,COMO PARTICIPAR,,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,6,PARTICIPAÇÕES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,7,"
Facebook
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,8,"
Instagram
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,9,"
Youtube
 ",,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,10,Sobre o Projeto Rondon,,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,11,"Em conformidade com a Portaria Normativa Nº 2.617, de sete de dezembro de 2015, o Projeto Rondon, sob a coordenação do Ministério da Defesa, é conduzido em estreita parceria com o Ministério da Educação, o Ministério do Desenvolvimento Social e Agrário, o Ministério da Saúde, o Ministério do Meio Ambiente, o Ministério da Integração Nacional, o Ministério do Esporte e a Secretaria de Governo da Presidência da República.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,12,"É uma ação interministerial do Governo Federal realizada em coordenação com os Governos Estadual e Municipal que, em parceria com as Instituições de Ensino Superior, reconhecidas pelo Ministério da Educação, visa a somar esforços com as lideranças comunitárias e com a população, a fim de contribuir com o desenvolvimento local sustentável e na construção e promoção da cidadania.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,13,"O Projeto Rondon prioriza, assim, desenvolver ações que tragam benefícios permanentes para as comunidades, principalmente as relacionadas com, a melhoria do bem estar social e a capacitação da gestão pública.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,14,"Busca, ainda, consolidar no universitário brasileiro o sentido de responsabilidade social, coletiva, em prol da cidadania, do desenvolvimento e da defesa dos interesses nacionais, contribuindo na sua formação acadêmica e proporcionando-lhe o conhecimento da realidade brasileira.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,15,Objetivos gerais,,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,16,Contribuir para o desenvolvimento e o fortalecimento da cidadania do estudante universitário;,,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,17,"Contribuir com o desenvolvimento sustentável, o bem-estar social e a qualidade de vida nas comunidades carentes, usando as habilidades universitárias.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,18,Objetivos específicos,,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,19,Proporcionar ao estudante universitário conhecimento de aspectos peculiares da realidade brasileira;,,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,20,"Contribuir com o fortalecimento das políticas públicas, atendendo às necessidades específicas das comunidades selecionadas;",,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,21,"Desenvolver no estudante universitário sentimentos de responsabilidade social, espírito crítico e patriotismo;",,,,,,,,,,,,,
http://portal.proec.unicamp.br/projeto-rondon/,22,"Contribuir para o intercâmbio de conhecimentos entre as instituições de ensino superior, governos locais e lideranças comunitárias.",,,,,,,,,,,,,
