URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp.  Elan,Rev. Elan
http://portal.proec.unicamp.br/concult/,0,Pular para o conteúdo,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,1,"PROEC

SOBRE A PROEC
PRÓ-REITOR DE EXTENSÃO E CULTURA
ASSESSORES
ASSISTENTES TÉCNICOS
PROJETOS ESTRATÉGICOS

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,2,PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,3,SOBRE A PROEC,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,4,PRÓ-REITOR DE EXTENSÃO E CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,5,ASSESSORES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,6,ASSISTENTES TÉCNICOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,7,PROJETOS ESTRATÉGICOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,8,"DIRETORIAS

CULTURA
EXTENSÃO

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,9,DIRETORIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,10,CULTURA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,11,EXTENSÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,12,"APOIO

ADMINISTRATIVO
COMUNICAÇÃO
MIDIALOGIA

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,13,APOIO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,14,ADMINISTRATIVO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,15,COMUNICAÇÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,16,MIDIALOGIA,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,17,"CONSELHOS

CONCULT

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,18,CONSELHOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,19,CONCULT,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,20,CONTATOS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,21,HOME CONCULT,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,22,COMPOSIÇÃO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,23,Sobre o ConCult,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,24,"O Conselho de Cultura – CONCULT da Unicamp, criado pela Deliberação CONSU-A-017/2019, está subordinado a Pró Reitoria de Extensão e Cultura (ProEC) e tem como objetivos:",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,25,"I – Propor a política cultural para a Unicamp, no âmbito das atividades da Pró Reitoria de Extensão e Cultura;",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,26,"II – Orientar a execução das políticas definidas, tendo em vista a coordenação de iniciativas e de esforços de responsabilidade da Universidade no campo da cultura, tanto no que se refere à comunidade universitária quanto à sociedade com a qual a Universidade se relaciona.",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,27," Agosto, 2023",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,28,Normas e Regras,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,29,Normas relacionadas às atividades do CONCULT,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,30,"


 
Deliberação CONSU-A-054/2020, de 24/11/2020

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,31,"

 
Deliberação CONSU-A-054/2020, de 24/11/2020
",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,32,"


 
Deliberação CAD-A-004/2020, de 03/11/2020

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,33,"

 
Deliberação CAD-A-004/2020, de 03/11/2020
",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,34,"


 
Deliberação CONSU-A-017/2019, de 28/05/2019

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,35,"

 
Deliberação CONSU-A-017/2019, de 28/05/2019
",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,36,"


 
Deliberação CONSU-A-027/2019, de 06/08/2019

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,37,"

 
Deliberação CONSU-A-027/2019, de 06/08/2019
",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,38,"Rua da Reitoria, 121Cidade Universitária Zeferino VazBarão Geraldo – Campinas (SP)CEP 13083-872Telefone (19) 3521.4741proec@unicamp.br",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,39,ACESSO RÁPIDO,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,40,MEMORIAL COVID-19,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,41,EXTECAMP,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,42,MALUNGA - CURSINHO POPULAR,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,43,EFEMÉRIDES 2022,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,44,FÓRUNS PERMANENTES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,45,MUSEU EXPLORATÓRIO DE CIÊNCIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,46,Assinne nossa  Newsletter,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,47,© All rights reserved,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,48,"
Twitter

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,49,"
Facebook

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,50,"
Dribbble

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,51,"
Youtube

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,52,"
Pinterest

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,53,"
Medium

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,54,Acessibilidade,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,55,Modos de acessibilidade,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,56,Experiência legível,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,57,Experiência visualmente agradável,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,58,Orientação Fácil,,,,,,,,,,,,,
http://portal.proec.unicamp.br/concult/,59,X,,,,,,,,,,,,,
