URL,Parágrafo,Sentença,Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp. Elan,Rev. Elan,Video_Index
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,1,1,Ir para o conteúdo,,,,,,,,,,,,s001_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,2,1,PROEC,,,,,,,,,,,,s002_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,2,2,SOBRE A PROEC PRÓ-REITOR DE EXTENSÃO E CULTURA ASSESSORES ASSISTENTES TÉCNICOS PROJETOS ESTRATÉGICOS DIRETORIA ADMINISTRATIVA COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s003_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,2,3,DIRETORIAS,,,,,,,,,,,,s004_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,2,4,CULTURA EXTENSÃO,,,,,,,,,,,,s005_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,2,5,CONSELHOS,,,,,,,,,,,,s006_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,2,6,CONCULT CONEXT CCE,,,,,,,,,,,,s007_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,2,7,EDITAIS E BOLSAS,,,,,,,,,,,,s008_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,2,8,AÇÕES AFIRMATIVAS AÇÕES DE EXTENSÃO E CULTURA BOLSA DE EXTENSÃO 2º EDITAL DE APOIO A PROJETOS DE EXTENSÃO – PROEC – COLÉGIOS TÉCNICOS CULTURA CURRICULARIZAÇÃO DA EXTENSÃO EDITAIS PEC EDITAIS PEX SABERES INDÍGENAS,,,,,,,,,,,,s009_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,2,9,APOIO,,,,,,,,,,,,s010_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,2,10,DTIC COMUNICAÇÃO MIDIALOGIA,,,,,,,,,,,,s011_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,2,11,CONTATOS,,,,,,,,,,,,s012_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,3,1,SOBRE A PROEC,,,,,,,,,,,,s013_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,4,1,PRÓ-REITOR DE EXTENSÃO E CULTURA ASSESSORES ASSISTENTES TÉCNICOS PROJETOS ESTRATÉGICOS DIRETORIA ADMINISTRATIVA COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s014_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,5,1,PRÓ-REITOR DE EXTENSÃO E CULTURA,,,,,,,,,,,,s015_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,6,1,ASSESSORES ASSISTENTES TÉCNICOS PROJETOS ESTRATÉGICOS DIRETORIA ADMINISTRATIVA COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s016_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,7,1,ASSESSORES,,,,,,,,,,,,s017_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,8,1,ASSISTENTES TÉCNICOS PROJETOS ESTRATÉGICOS DIRETORIA ADMINISTRATIVA COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s018_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,9,1,ASSISTENTES TÉCNICOS,,,,,,,,,,,,s019_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,10,1,PROJETOS ESTRATÉGICOS DIRETORIA ADMINISTRATIVA COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s020_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,11,1,PROJETOS ESTRATÉGICOS,,,,,,,,,,,,s021_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,12,1,DIRETORIA ADMINISTRATIVA COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s022_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,13,1,DIRETORIA ADMINISTRATIVA,,,,,,,,,,,,s023_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,14,1,COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s024_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,15,1,COMUNICAÇÃO,,,,,,,,,,,,s025_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,16,1,TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s026_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,17,1,TECNOLOGIA DA INFORMAÇÃO,,,,,,,,,,,,s027_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,18,1,MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s028_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,19,1,MIDIALOGIA,,,,,,,,,,,,s029_talita.vp9.webm
http://portal.proec.unicamp.br/museu-exploratorio-de-ciencias/,20,1,CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s030_talita.vp9.webm
