URL,Parágrafo,Sentença,Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp. Elan,Rev. Elan,Video_Index
http://portal.proec.unicamp.br/programa-universidade/,1,1,Ir para o conteúdo,,,,,,,,,,,,s001_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,2,1,PROEC,,,,,,,,,,,,s002_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,2,2,SOBRE A PROEC PRÓ-REITOR DE EXTENSÃO E CULTURA ASSESSORES ASSISTENTES TÉCNICOS PROJETOS ESTRATÉGICOS DIRETORIA ADMINISTRATIVA COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s003_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,2,3,DIRETORIAS,,,,,,,,,,,,s004_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,2,4,CULTURA EXTENSÃO,,,,,,,,,,,,s005_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,2,5,CONSELHOS,,,,,,,,,,,,s006_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,2,6,CONCULT CONEXT CCE,,,,,,,,,,,,s007_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,2,7,EDITAIS E BOLSAS,,,,,,,,,,,,s008_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,2,8,AÇÕES AFIRMATIVAS AÇÕES DE EXTENSÃO E CULTURA BOLSA DE EXTENSÃO 2º EDITAL DE APOIO A PROJETOS DE EXTENSÃO – PROEC – COLÉGIOS TÉCNICOS CULTURA CURRICULARIZAÇÃO DA EXTENSÃO EDITAIS PEC EDITAIS PEX SABERES INDÍGENAS,,,,,,,,,,,,s009_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,2,9,APOIO,,,,,,,,,,,,s010_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,2,10,DTIC COMUNICAÇÃO MIDIALOGIA,,,,,,,,,,,,s011_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,2,11,CONTATOS,,,,,,,,,,,,s012_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,3,1,SOBRE A PROEC,,,,,,,,,,,,s013_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,4,1,PRÓ-REITOR DE EXTENSÃO E CULTURA ASSESSORES ASSISTENTES TÉCNICOS PROJETOS ESTRATÉGICOS DIRETORIA ADMINISTRATIVA COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s014_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,5,1,PRÓ-REITOR DE EXTENSÃO E CULTURA,,,,,,,,,,,,s015_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,6,1,ASSESSORES ASSISTENTES TÉCNICOS PROJETOS ESTRATÉGICOS DIRETORIA ADMINISTRATIVA COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s016_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,7,1,ASSESSORES,,,,,,,,,,,,s017_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,8,1,ASSISTENTES TÉCNICOS PROJETOS ESTRATÉGICOS DIRETORIA ADMINISTRATIVA COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s018_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,9,1,ASSISTENTES TÉCNICOS,,,,,,,,,,,,s019_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,10,1,PROJETOS ESTRATÉGICOS DIRETORIA ADMINISTRATIVA COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s020_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,11,1,PROJETOS ESTRATÉGICOS,,,,,,,,,,,,s021_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,12,1,DIRETORIA ADMINISTRATIVA COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s022_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,13,1,DIRETORIA ADMINISTRATIVA,,,,,,,,,,,,s023_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,14,1,COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s024_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,15,1,COMUNICAÇÃO,,,,,,,,,,,,s025_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,16,1,TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s026_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,17,1,TECNOLOGIA DA INFORMAÇÃO,,,,,,,,,,,,s027_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,18,1,MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s028_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,19,1,MIDIALOGIA,,,,,,,,,,,,s029_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,20,1,CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s030_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,21,1,CENTRO DE CONVENÇÕES,,,,,,,,,,,,s031_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,22,1,FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s032_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,23,1,FÓRUNS PERMANENTES,,,,,,,,,,,,s033_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,24,1,MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s034_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,25,1,MUSEU EXPLORATÓRIO DE CIÊNCIAS,,,,,,,,,,,,s035_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,26,1,LOGOS DA PROEC,,,,,,,,,,,,s036_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,27,1,CULTURA,,,,,,,,,,,,s037_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,28,1,EXTENSÃO,,,,,,,,,,,,s038_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,29,1,CONCULT,,,,,,,,,,,,s039_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,30,1,CONEXT CCE,,,,,,,,,,,,s040_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,31,1,CONEXT,,,,,,,,,,,,s041_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,32,1,CCE,,,,,,,,,,,,s042_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,33,1,AÇÕES AFIRMATIVAS,,,,,,,,,,,,s043_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,34,1,AÇÕES DE EXTENSÃO E CULTURA BOLSA DE EXTENSÃO 2º EDITAL DE APOIO A PROJETOS DE EXTENSÃO – PROEC – COLÉGIOS TÉCNICOS CULTURA CURRICULARIZAÇÃO DA EXTENSÃO EDITAIS PEC EDITAIS PEX SABERES INDÍGENAS,,,,,,,,,,,,s044_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,35,1,AÇÕES DE EXTENSÃO E CULTURA,,,,,,,,,,,,s045_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,36,1,BOLSA DE EXTENSÃO 2º EDITAL DE APOIO A PROJETOS DE EXTENSÃO – PROEC – COLÉGIOS TÉCNICOS CULTURA CURRICULARIZAÇÃO DA EXTENSÃO EDITAIS PEC EDITAIS PEX SABERES INDÍGENAS,,,,,,,,,,,,s046_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,37,1,BOLSA DE EXTENSÃO,,,,,,,,,,,,s047_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,38,1,2º EDITAL DE APOIO A PROJETOS DE EXTENSÃO – PROEC – COLÉGIOS TÉCNICOS CULTURA CURRICULARIZAÇÃO DA EXTENSÃO EDITAIS PEC EDITAIS PEX SABERES INDÍGENAS,,,,,,,,,,,,s048_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,39,1,2º EDITAL DE APOIO A PROJETOS DE EXTENSÃO – PROEC – COLÉGIOS TÉCNICOS,,,,,,,,,,,,s049_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,40,1,CULTURA CURRICULARIZAÇÃO DA EXTENSÃO EDITAIS PEC EDITAIS PEX SABERES INDÍGENAS,,,,,,,,,,,,s050_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,41,1,CURRICULARIZAÇÃO DA EXTENSÃO EDITAIS PEC EDITAIS PEX SABERES INDÍGENAS,,,,,,,,,,,,s051_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,42,1,CURRICULARIZAÇÃO DA EXTENSÃO,,,,,,,,,,,,s052_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,43,1,EDITAIS PEC EDITAIS PEX SABERES INDÍGENAS,,,,,,,,,,,,s053_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,44,1,EDITAIS PEC,,,,,,,,,,,,s054_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,45,1,EDITAIS PEX SABERES INDÍGENAS,,,,,,,,,,,,s055_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,46,1,EDITAIS PEX,,,,,,,,,,,,s056_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,47,1,SABERES INDÍGENAS,,,,,,,,,,,,s057_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,48,1,DTIC,,,,,,,,,,,,s058_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,49,1,COMUNICAÇÃO MIDIALOGIA,,,,,,,,,,,,s059_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,50,1,HOME,,,,,,,,,,,,s060_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,50,2,PROJETOS,,,,,,,,,,,,s061_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,50,3,"PARCERIAS
PESQUISA
POLÍTICA DE PARCERIAS
JORNAIS DO UNIVERSIDADE",,,,,,,,,,,,s062_talita.vp9.webm
http://portal.proec.unicamp.br/programa-universidade/,50,4,CADASTRO,,,,,,,,,,,,s063_talita.vp9.webm
