URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,ElanResp.  Elan,Rev. Elan
https://www.proec.unicamp.br/equipe,0,"

",,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,1,"

",,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,2,#SomosPROEC,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,3,,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,4,"
Home
",,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,5,Home,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,6,"
Renex
",,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,7,Renex,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,8,"
Equipe
",,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,9,Equipe,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,10,"

							Diretorias
						

Administrativa
Comunicação
Cultura

DCult
Centro de Convenções
Casa do Lago
CIS Guanabara
Ginásio Multidisciplinar
Museu de Artes Visuais
Museu Exploratório de Ciências


Extensão

DExt
DProj

DProj
Malunga
ITCP
Projeto Rondon


Extecamp
UniversIDADE


Extensão 48
Fóruns Permanentes
Informática

",,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,11,"
							Diretorias
						",,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,12,Administrativa,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,13,Administrativa,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,14,Comunicação,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,15,Comunicação,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,16,"Cultura

DCult
Centro de Convenções
Casa do Lago
CIS Guanabara
Ginásio Multidisciplinar
Museu de Artes Visuais
Museu Exploratório de Ciências

",,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,17,Cultura,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,18,DCult,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,19,DCult,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,20,Centro de Convenções,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,21,Centro de Convenções,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,22,Casa do Lago,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,23,Casa do Lago,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,24,CIS Guanabara,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,25,CIS Guanabara,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,26,Ginásio Multidisciplinar,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,27,Ginásio Multidisciplinar,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,28,Museu de Artes Visuais,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,29,Museu de Artes Visuais,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,30,Museu Exploratório de Ciências,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,31,Museu Exploratório de Ciências,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,32,"Extensão

DExt
DProj

DProj
Malunga
ITCP
Projeto Rondon


Extecamp
UniversIDADE

",,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,33,Extensão,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,34,DExt,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,35,DExt,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,36,"DProj

DProj
Malunga
ITCP
Projeto Rondon

",,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,37,DProj,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,38,DProj,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,39,DProj,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,40,Malunga,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,41,Malunga,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,42,ITCP,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,43,ITCP,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,44,Projeto Rondon,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,45,Projeto Rondon,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,46,Extecamp,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,47,Extecamp,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,48,UniversIDADE,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,49,UniversIDADE,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,50,Extensão 48,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,51,Extensão 48,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,52,Fóruns Permanentes,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,53,Fóruns Permanentes,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,54,Informática,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,55,Informática,,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,56,"

							Conselhos
						

ConCult
ConEXT
CCE

",,,,,,,,,,,,
https://www.proec.unicamp.br/equipe,57,"
							Conselhos
						",,,,,,,,,,,,
